# lon	lat	azimuth	mean_resultant_vector	p_rayleigh	num_measurements
-16.7911	65.1852	284.00	1.00	0.853	8
-16.7309	64.9167	71.10	0.46	0.000	274
-16.7320	64.9346	65.50	0.26	0.000	3767
-16.7332	64.9526	69.26	0.56	0.000	21927
-16.7343	64.9705	68.35	0.60	0.000	23226
-16.7355	64.9884	64.76	0.58	0.000	15590
-16.7367	65.0064	64.50	0.54	0.000	49343
-16.7378	65.0243	277.30	0.40	0.000	20786
-16.7390	65.0423	73.53	0.11	0.000	7954
-16.7402	65.0602	304.31	0.14	0.000	12618
-16.7413	65.0781	60.33	0.27	0.000	18132
-16.7425	65.0961	73.96	0.45	0.000	11188
-16.7437	65.1140	72.62	0.45	0.000	6499
-16.7449	65.1319	72.95	0.33	0.000	4393
-16.7460	65.1499	55.32	0.36	0.000	1527
-16.7472	65.1678	82.83	0.51	0.000	206
-16.7484	65.1858	284.00	1.00	0.760	8
-16.6886	64.9172	288.00	1.00	0.506	1
-16.6897	64.9351	43.28	0.71	0.000	14535
-16.6909	64.9531	44.55	0.73	0.000	20733
-16.6920	64.9710	45.49	0.66	0.000	22650
-16.6931	64.9889	54.89	0.59	0.000	32089
-16.6943	65.0069	59.99	0.52	0.000	61270
-16.6954	65.0248	66.84	0.29	0.000	71184
-16.6965	65.0427	10.97	0.00	0.717	24322
-16.6977	65.0607	61.86	0.38	0.000	17221
-16.6988	65.0786	71.96	0.47	0.000	13331
-16.7000	65.0966	73.10	0.33	0.000	7022
-16.7011	65.1145	74.86	0.38	0.000	5647
-16.7023	65.1324	72.14	0.44	0.000	4502
-16.7034	65.1504	67.38	0.30	0.000	3592
-16.7046	65.1683	73.15	0.36	0.020	241
-16.7057	65.1862	283.05	0.80	0.224	20
-16.6474	64.9356	37.83	0.56	0.000	1431
-16.6485	64.9535	37.98	0.57	0.000	6662
-16.6496	64.9715	38.82	0.57	0.000	7496
-16.6507	64.9894	40.21	0.55	0.000	29089
-16.6518	65.0073	41.51	0.65	0.000	40940
-16.6530	65.0253	57.88	0.40	0.000	101029
-16.6541	65.0432	276.04	0.45	0.000	83085
-16.6552	65.0612	77.24	0.39	0.000	43017
-16.6563	65.0791	270.32	0.24	0.000	15623
-16.6574	65.0970	285.90	0.32	0.000	11419
-16.6585	65.1150	288.54	0.41	0.000	11025
-16.6596	65.1329	292.73	0.45	0.000	11121
-16.6608	65.1508	287.09	0.36	0.000	11484
-16.6619	65.1688	66.13	0.34	0.000	471
-16.6630	65.1867	294.50	0.58	0.224	31
-16.6051	64.9360	276.89	0.70	0.772	7
-16.6062	64.9540	40.29	0.51	0.000	543
-16.6073	64.9719	46.07	0.52	0.000	2627
-16.6084	64.9899	35.30	0.46	0.000	6509
-16.6094	65.0078	37.02	0.45	0.000	31785
-16.6105	65.0257	61.70	0.56	0.000	47299
-16.6116	65.0437	59.44	0.57	0.000	45177
-16.6127	65.0616	74.40	0.38	0.000	52488
-16.6138	65.0796	49.51	0.49	0.000	57341
-16.6149	65.0975	49.92	0.51	0.000	33968
-16.6160	65.1154	73.68	0.40	0.000	6938
-16.6170	65.1334	81.67	0.24	0.000	2521
-16.6181	65.1513	75.81	0.57	0.000	1752
-16.6192	65.1692	61.39	0.57	0.000	967
-16.6203	65.1872	83.39	0.34	0.533	37
-16.6214	65.2051	69.60	0.81	1.068	2
-16.5639	64.9544	25.03	0.26	0.147	278
-16.5649	64.9724	45.46	0.40	0.000	824
-16.5660	64.9903	34.62	0.57	0.000	8812
-16.5670	65.0083	34.92	0.56	0.000	18084
-16.5681	65.0262	36.93	0.59	0.000	30212
-16.5691	65.0441	65.73	0.72	0.000	74632
-16.5702	65.0621	69.37	0.52	0.000	44830
-16.5713	65.0800	63.42	0.69	0.000	32310
-16.5723	65.0979	56.06	0.65	0.000	54243
-16.5734	65.1159	54.61	0.62	0.000	61928
-16.5744	65.1338	16.85	0.12	0.000	7710
-16.5755	65.1518	70.40	0.60	0.000	1715
-16.5766	65.1697	67.51	0.63	0.000	1736
-16.5776	65.1876	276.67	0.44	0.015	76
-16.5216	64.9549	46.33	0.53	0.619	19
-16.5226	64.9728	33.93	0.77	0.000	67
-16.5236	64.9908	36.17	0.56	0.000	7679
-16.5246	65.0087	40.67	0.54	0.000	8870
-16.5256	65.0266	48.06	0.46	0.000	13287
-16.5267	65.0446	68.70	0.75	0.000	43346
-16.5277	65.0625	71.08	0.54	0.000	28034
-16.5287	65.0805	61.85	0.57	0.000	26650
-16.5298	65.0984	75.80	0.67	0.000	17924
-16.5308	65.1163	79.21	0.73	0.000	17957
-16.5318	65.1343	78.98	0.46	0.000	24049
-16.5329	65.1522	82.22	0.17	0.000	22670
-16.5339	65.1701	60.27	0.13	0.000	9431
-16.5349	65.1881	64.94	0.49	0.000	317
-16.5360	65.2060	283.00	1.00	0.524	2
-16.4802	64.9732	55.00	1.00	0.879	1
-16.4812	64.9912	29.90	0.70	0.028	34
-16.4822	65.0091	38.10	0.23	0.013	547
-16.4832	65.0271	73.32	0.49	0.000	1859
-16.4842	65.0450	68.44	0.61	0.000	4374
-16.4852	65.0629	78.71	0.57	0.000	6675
-16.4862	65.0809	53.72	0.40	0.000	10972
-16.4872	65.0988	271.34	0.62	0.000	6806
-16.4882	65.1168	270.37	0.76	0.000	7579
-16.4892	65.1347	88.99	0.79	0.000	9547
-16.4902	65.1526	86.46	0.80	0.000	16078
-16.4912	65.1706	85.77	0.51	0.000	30709
-16.4922	65.1885	84.36	0.47	0.000	9912
