longitude,latitude,direction
-17.580049387653425,64.50933024106057,-65.56488732232492
-17.581742971409625,64.52725879430723,-73.1359072125225
-17.58343903148192,64.54518727966088,-79.8922014732197
-17.58513757307852,64.56311569709355,-86.83493038296605
-17.5868386014223,64.58104404657705,-94.02514085342204
-17.588542121750862,64.59897232808308,-100.92861219968896
-17.59024813931658,64.6169005415832,-106.68920729654786
-17.591956659386664,64.63482868704895,-110.73867687475727
-17.593667687243197,64.65275676445158,-113.21168450783846
-17.595381228183193,64.67068477376235,-114.69941168141168
-17.597097287518665,64.68861271495228,-115.7932683600134
-17.598815870576647,64.70654058799235,-116.88633769746664
-17.600536982699282,64.72446839285338,-118.1940431849014
-17.602260629243837,64.74239612950606,-119.82594422402391
-17.603986815582793,64.7603237979209,-121.83833532218908
-17.60571554710388,64.77825139806836,-124.2639442159928
-17.607446829210136,64.79617892991874,-127.1294879283883
-17.60918066731996,64.81410639344217,-130.46969751054735
-17.610917066867156,64.8320337886087,-134.34384038756284
-17.612656033301015,64.84996111538823,-138.86117369508577
-17.614397572086332,64.8678883737505,-144.22575020513088
-17.616141688703507,64.88581556366515,-150.8173765783867
-17.617888388648556,64.90374268510166,-159.31298131294793
-17.619637677433193,64.92166973802938,-170.67373416698837
-17.621389560584884,64.93959672241758,174.87628079731465
-17.623144043646896,64.9575236382353,159.92385205539358
-17.624901132178344,64.97545048545147,147.74425443490415
-17.626660831754283,64.99337726403493,138.74121052702685
-17.62842314796572,65.01130397395436,-48.03888907841512
-17.630188086419704,65.02923061517822,-53.39767962314036
-17.631955652739368,65.047157187675,-57.81401576725115
-17.633725852563995,65.06508369141291,-61.55995061008488
-17.63549869154907,65.08301012636004,-64.7901111659957
-17.637274175366336,65.10093649248438,-67.58703224577954
-17.639052309703857,65.11886278975379,-69.97706935649114
-17.640833100266082,65.13678901813589,-71.92184945986119
-17.642616552773887,65.15471517759826,-73.27155382769236
-17.644402672964656,65.17264126810832,-73.61531085327982
-17.646191466592327,65.1905672896333,-71.74614068849876
-17.647982939427447,65.20849324214032,-63.384967073039874
-17.649777097257246,65.22641912559635,140.3914614922256
-17.65157394588568,65.2443449399682,158.03528166266722
-17.65337349113352,65.26227068522259,163.00103637851228
-17.655175738838373,65.28019636132596,163.85012436061422
-17.656980694854784,65.29812196824476,163.18597898582829
-17.658788365054257,65.31604750594522,161.82472494936366
-17.66059875532535,65.33397297439339,160.09082730367336
-17.66241187157372,65.35189837355522,158.13889118135822
-17.664227719722195,65.3698237033965,156.0533589801088
-17.666046305710818,65.38774896388286,153.88555841518027
-17.667867635496933,65.40567415497978,151.6694545634633
-17.669691715055226,65.4235992766526,149.42907144640878
-17.67151855037781,65.44152432886649,147.18229014213117
-17.67334814747426,65.45944931158645,144.94293484619874
-17.675180512371718,65.47737422477742,142.72199284583957
-17.677015651114903,65.49529906840405,140.52836879256543
-17.678853569766233,65.51322384243092,138.36937347129344
-17.680694274405845,65.53114854682245,136.25105236679684
-17.68253777113167,65.54907318154287,134.17841252362308
-17.68438406605953,65.56699774655631,132.15558234638385
-17.538440981491206,64.51005360167382,178.53130880249248
-17.54010732503238,64.52798273561547,-50.03290225981981
-17.541776105202015,64.54591180242583,-68.51389252675324
-17.54344732712526,64.56384080207852,-78.08450510884016
