# lon	lat	azimuth	mean_resultant_vector	p_rayleigh	num_measurements
-16.9937	65.0391	342.67	0.45	0.089	12
-16.9951	65.0570	352.50	0.42	0.057	16
-16.9964	65.0749	341.39	0.50	0.005	21
-16.9977	65.0929	352.50	0.42	0.057	16
-16.9991	65.1108	33.39	0.23	0.133	39
-17.0004	65.1287	77.33	0.25	0.127	33
-17.0018	65.1467	9.39	0.96	0.000	15
-17.0031	65.1646	303.27	0.74	0.022	7
-17.0045	65.1826	295.30	0.80	0.000	33
-17.0059	65.2005	273.56	0.48	0.254	6
-16.9434	64.9320	65.44	0.58	0.000	2247
-16.9447	64.9500	71.17	0.56	0.000	384
-16.9460	64.9679	62.45	0.43	0.000	57
-16.9473	64.9858	32.29	0.20	0.268	33
-16.9486	65.0038	283.13	0.65	0.000	19998
-16.9500	65.0217	281.56	0.45	0.000	1479
-16.9513	65.0396	72.42	0.47	0.000	1068
-16.9526	65.0576	292.36	0.39	0.000	159
-16.9539	65.0755	64.78	0.24	0.000	758
-16.9552	65.0934	278.09	0.21	0.000	293
-16.9565	65.1114	281.91	0.20	0.000	302
-16.9578	65.1293	284.29	0.16	0.000	341
-16.9592	65.1472	76.95	0.19	0.000	385
-16.9605	65.1652	270.35	0.43	0.000	348
-16.9618	65.1831	297.42	0.44	0.000	162
-16.9631	65.2010	18.28	0.41	0.428	5
-16.9012	64.9326	33.65	0.52	0.000	109
-16.9024	64.9505	66.71	0.60	0.000	3336
-16.9037	64.9684	272.45	0.11	0.391	83
-16.9050	64.9864	275.33	0.57	0.000	2418
-16.9063	65.0043	283.88	0.67	0.000	17548
-16.9075	65.0222	272.89	0.48	0.000	2153
-16.9088	65.0402	270.03	0.41	0.000	2485
-16.9101	65.0581	85.86	0.23	0.000	1438
-16.9114	65.0761	59.78	0.32	0.000	4467
-16.9127	65.0940	71.96	0.34	0.000	945
-16.9140	65.1119	74.62	0.37	0.000	644
-16.9153	65.1299	75.36	0.43	0.000	3945
-16.9165	65.1478	272.23	0.36	0.000	349
-16.9178	65.1657	283.44	0.36	0.000	382
-16.9191	65.1837	80.57	0.46	0.000	81
-16.9204	65.2016	64.00	0.41	0.371	6
-16.8589	64.9331	70.29	0.53	0.000	753
-16.8601	64.9510	67.08	0.51	0.000	4842
-16.8614	64.9690	69.76	0.49	0.000	2451
-16.8626	64.9869	276.04	0.67	0.000	15798
-16.8639	65.0048	283.79	0.64	0.000	18720
-16.8651	65.0228	283.97	0.19	0.000	2564
-16.8664	65.0407	271.21	0.32	0.000	3192
-16.8676	65.0587	80.39	0.30	0.000	4058
-16.8689	65.0766	68.16	0.27	0.000	4511
-16.8701	65.0945	65.31	0.32	0.000	3252
-16.8714	65.1125	66.64	0.44	0.000	4174
-16.8727	65.1304	82.58	0.43	0.000	3959
-16.8739	65.1483	78.61	0.12	0.007	337
-16.8752	65.1663	270.14	0.36	0.000	261
-16.8765	65.1842	78.68	0.20	0.024	89
-16.8777	65.2021	31.00	1.00	0.368	1
-16.8154	64.9157	53.39	0.66	0.000	155
-16.8166	64.9336	55.24	0.63	0.000	1590
-16.8178	64.9516	68.79	0.54	0.000	6178
-16.8190	64.9695	67.74	0.56	0.000	5780
-16.8202	64.9874	272.16	0.55	0.000	11822
-16.8215	65.0054	272.38	0.51	0.000	30879
-16.8227	65.0233	280.57	0.28	0.000	4015
-16.8239	65.0412	86.93	0.19	0.000	3025
-16.8251	65.0592	79.00	0.29	0.000	4298
-16.8264	65.0771	65.54	0.29	0.000	7734
-16.8276	65.0951	73.04	0.39	0.000	6500
-16.8288	65.1130	79.33	0.37	0.000	7887
-16.8301	65.1309	68.58	0.31	0.000	4414
-16.8313	65.1489	76.87	0.45	0.000	4596
-16.8325	65.1668	73.34	0.58	0.000	657
-16.8338	65.1847	275.38	0.59	0.000	22
-16.7731	64.9162	68.45	0.52	0.000	15661
-16.7743	64.9341	68.98	0.56	0.000	25322
-16.7755	64.9521	64.55	0.51	0.000	6277
-16.7767	64.9700	66.97	0.55	0.000	7811
-16.7779	64.9879	65.92	0.47	0.000	8216
-16.7791	65.0059	79.68	0.48	0.000	53612
-16.7803	65.0238	279.13	0.42	0.000	8311
-16.7814	65.0418	72.19	0.23	0.000	3494
-16.7826	65.0597	74.19	0.20	0.000	5404
-16.7838	65.0776	54.44	0.26	0.000	11557
-16.7850	65.0956	69.80	0.44	0.000	8758
-16.7863	65.1135	75.81	0.46	0.000	10360
-16.7875	65.1314	74.84	0.48	0.000	8199
-16.7887	65.1494	78.87	0.46	0.000	3690
-16.7899	65.1673	82.97	0.46	0.000	218
-16.7911	65.1852	284.00	1.00	0.000	8
-16.7309	64.9167	69.34	0.41	0.000	274
-16.7320	64.9346	59.22	0.20	0.000	3767
-16.7332	64.9526	69.18	0.56	0.000	21927
-16.7343	64.9705	68.38	0.60	0.000	23226
-16.7355	64.9884	65.11	0.59	0.000	15590
-16.7367	65.0064	71.37	0.50	0.000	49343
-16.7378	65.0243	279.60	0.48	0.000	20786
-16.7390	65.0423	70.02	0.19	0.000	7954
-16.7402	65.0602	59.50	0.13	0.000	12618
-16.7413	65.0781	66.27	0.37	0.000	18132
-16.7425	65.0961	74.47	0.47	0.000	11188
-16.7437	65.1140	72.22	0.44	0.000	6499
-16.7449	65.1319	70.76	0.39	0.000	4393
-16.7460	65.1499	57.62	0.43	0.000	1527
-16.7472	65.1678	75.58	0.36	0.000	206
-16.7484	65.1858	284.00	1.00	0.000	8
-16.6886	64.9172	288.00	1.00	0.368	1
-16.6897	64.9351	43.72	0.71	0.000	14535
-16.6909	64.9531	44.48	0.69	0.000	20733
-16.6920	64.9710	46.53	0.61	0.000	22650
-16.6931	64.9889	57.91	0.59	0.000	32089
-16.6943	65.0069	63.21	0.53	0.000	61270
-16.6954	65.0248	73.70	0.36	0.000	71184
-16.6965	65.0427	71.76	0.16	0.000	24322
-16.6977	65.0607	62.49	0.36	0.000	17221
-16.6988	65.0786	70.20	0.38	0.000	13331
-16.7000	65.0966	71.19	0.32	0.000	7022
-16.7011	65.1145	73.86	0.41	0.000	5647
-16.7023	65.1324	71.54	0.46	0.000	4502
-16.7034	65.1504	64.97	0.40	0.000	3592
-16.7046	65.1683	70.73	0.37	0.000	241
-16.7057	65.1862	286.17	0.79	0.000	20
-16.6474	64.9356	37.07	0.53	0.000	1431
-16.6485	64.9535	38.51	0.56	0.000	6662
-16.6496	64.9715	38.99	0.52	0.000	7496
-16.6507	64.9894	42.00	0.53	0.000	29089
-16.6518	65.0073	46.01	0.56	0.000	40940
-16.6530	65.0253	58.15	0.40	0.000	101029
-16.6541	65.0432	62.05	0.25	0.000	83085
-16.6552	65.0612	63.89	0.29	0.000	43017
-16.6563	65.0791	277.93	0.24	0.000	15623
-16.6574	65.0970	285.54	0.32	0.000	11419
-16.6585	65.1150	287.78	0.39	0.000	11025
-16.6596	65.1329	287.87	0.42	0.000	11121
-16.6608	65.1508	284.07	0.36	0.000	11484
-16.6619	65.1688	62.93	0.50	0.000	471
-16.6630	65.1867	288.62	0.61	0.000	31
-16.6051	64.9360	274.19	0.68	0.041	7
-16.6062	64.9540	41.57	0.34	0.000	543
-16.6073	64.9719	47.71	0.48	0.000	2627
-16.6084	64.9899	33.53	0.42	0.000	6509
-16.6094	65.0078	37.44	0.44	0.000	31785
-16.6105	65.0257	63.43	0.52	0.000	47299
-16.6116	65.0437	73.22	0.45	0.000	45177
-16.6127	65.0616	58.72	0.36	0.000	52488
-16.6138	65.0796	48.28	0.40	0.000	57341
-16.6149	65.0975	49.36	0.41	0.000	33968
-16.6160	65.1154	74.42	0.37	0.000	6938
-16.6170	65.1334	72.70	0.42	0.000	2521
-16.6181	65.1513	74.79	0.62	0.000	1752
-16.6192	65.1692	61.36	0.57	0.000	967
-16.6203	65.1872	80.43	0.38	0.004	37
-16.6214	65.2051	71.00	0.81	0.270	2
-16.5639	64.9544	66.76	0.09	0.093	278
-16.5649	64.9724	52.91	0.38	0.000	824
-16.5660	64.9903	36.78	0.52	0.000	8812
-16.5670	65.0083	35.92	0.51	0.000	18084
-16.5681	65.0262	55.76	0.39	0.000	30212
-16.5691	65.0441	67.69	0.65	0.000	74632
-16.5702	65.0621	70.61	0.56	0.000	44830
-16.5713	65.0800	66.55	0.65	0.000	32310
-16.5723	65.0979	56.96	0.55	0.000	54243
-16.5734	65.1159	52.66	0.46	0.000	61928
-16.5744	65.1338	2.31	0.11	0.000	7710
-16.5755	65.1518	70.14	0.60	0.000	1715
-16.5766	65.1697	67.55	0.63	0.000	1736
-16.5776	65.1876	273.40	0.43	0.000	76
-16.5216	64.9549	53.13	0.45	0.023	19
-16.5226	64.9728	47.09	0.64	0.000	67
-16.5236	64.9908	37.06	0.56	0.000	7679
-16.5246	65.0087	42.93	0.44	0.000	8870
-16.5256	65.0266	54.28	0.44	0.000	13287
-16.5267	65.0446	67.03	0.62	0.000	43346
-16.5277	65.0625	71.01	0.52	0.000	28034
-16.5287	65.0805	73.08	0.52	0.000	26650
-16.5298	65.0984	79.87	0.71	0.000	17924
-16.5308	65.1163	80.92	0.74	0.000	17957
-16.5318	65.1343	80.43	0.46	0.000	24049
-16.5329	65.1522	81.90	0.18	0.000	22670
-16.5339	65.1701	58.44	0.12	0.000	9431
-16.5349	65.1881	65.86	0.46	0.000	317
-16.5360	65.2060	283.00	1.00	0.135	2
-16.4802	64.9732	55.00	1.00	0.368	1
-16.4812	64.9912	29.11	0.45	0.001	34
-16.4822	65.0091	67.70	0.18	0.000	547
-16.4832	65.0271	79.46	0.54	0.000	1859
-16.4842	65.0450	74.19	0.52	0.000	4374
-16.4852	65.0629	84.72	0.55	0.000	6675
-16.4862	65.0809	83.61	0.44	0.000	10972
-16.4872	65.0988	272.99	0.74	0.000	6806
-16.4882	65.1168	270.90	0.78	0.000	7579
-16.4892	65.1347	88.94	0.77	0.000	9547
-16.4902	65.1526	86.27	0.78	0.000	16078
-16.4912	65.1706	85.59	0.55	0.000	30709
-16.4922	65.1885	83.56	0.47	0.000	9912
